feasible_reaction_smarts,not_trained_on_but_known,known_from_valid_set,known_from_test_set,num_products_works_with,example_works_with_reaction_id
[#8:3]-[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4])-[C:6]>>I-[CH2;D2;+0:1]-[C:2]-[#8:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,False,2,US07750155B2
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>C-C-C(=O)-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5],False,False,False,1,US08247429B2
[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](-[C:5])=[O;H0;D1;+0:6]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5])-[OH;D1;+0:6],True,False,True,1,US09115079B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[OH;D1;+0:5],True,True,True,17,US20030134854A1
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]>>Br-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,True,2,US20150111870A1
[C:3]#[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[c:5]>>Br-[CH2;D2;+0:1]-[C:2]#[C:3].[OH;D1;+0:4]-[c:5],True,True,False,3,US20080090839A1
[C:2]-[CH;D3;+0:1](-[C:3])-[O;H0;D2;+0:4]-[c:5]>>O-[CH;D3;+0:1](-[C:2])-[C:3].[OH;D1;+0:4]-[c:5],True,True,True,7,US20140187554A1
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[C;D1;H3:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C;D1;H3:8],True,True,False,1,US08436043B2
[C;D1;H3:2]-[S;H0;D4;+0:1](=[O;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[c:6]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[OH;D1;+0:5]-[c:6],True,True,True,3,US20070185079A1
[#16;a:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4])-[C:6]>>O=[CH;D2;+0:1]-[c:2]:[#16;a:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,False,2,US20080076758A1
[O;D1;H0:5]=[C:4](-[O;D1;H1:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:7]-[c:8]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:7]-[c:8],True,False,True,1,US08327467B2
[C:2]-[CH;D2;+0:1]=[O;H0;D1;+0:3]>>C-C-O-[CH;D3;+0:1](-[C:2])-[O;H0;D2;+0:3]-C-C,True,True,True,3,US07122662B2
[C:2]-[OH;D1;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;H0;D2;+0:1]-[C:2],True,True,True,39,US07176220B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3]:[c:4]:[#7;a:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>I-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],True,True,False,1,US20090018131A1
[#8:4]-[C:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](-[C:8]#[N;D1;H0:9])=[C;H0;D3;+0:1](-[C:2])-[c:3]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[C:8]#[N;D1;H0:9],False,False,False,1,US07576212B2
[#7;a:4]:[c:5]:[c:6]-[O;H0;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[c:5]:[c:6]-[OH;D1;+0:7],True,False,True,1,US20140073651A1
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:3]-[c:4]>>O-[CH2;D2;+0:1]-[C:2].[OH;D1;+0:3]-[c:4],True,True,True,38,US20110237622A1
[#16;a:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[#16;a:2]):[#7;a:3]>>Br-[c;H0;D3;+0:1](:[#16;a:2]):[#7;a:3].O-B(-O)-[c;H0;D3;+0:4](:[#16;a:5]):[c:6],False,False,False,1,US07709481B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[N;H0;D3;+0:5](-[C;D1;H3:4])-[C;D1;H3:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C;D1;H3:4]-[NH;D2;+0:5]-[C;D1;H3:6],True,True,False,2,US20070259849A1
[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4]=[O;D1;H0:3])-[C:6]=[O;D1;H0:7]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[C:2].[O;D1;H0:3]=[C:4]-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7],True,True,False,1,US05622976
[#7:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#7:5])=[O;D1;H0:6].O-B(-O)-[c;H0;D3;+0:7](:[c:8]):[c:9],True,False,True,1,US20130289033A1
[C:4]-[N;H0;D3;+0:5](-[C:6]=[O;D1;H0:7])-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3]>>Br-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7],True,False,True,1,US20150274704A1
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[C;D1;H3:3]>>Br-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[OH;D1;+0:4],False,False,False,1,US20100256097A1
[O;D1;H0:3]=[C:2]-[CH2;D2;+0:1]-[C:4]=[O;D1;H0:5]>>C-C(-C)(-C)-O-C(=O)-[CH;D3;+0:1](-[C:2]=[O;D1;H0:3])-[C:4]=[O;D1;H0:5],False,False,False,1,US05480857
[C;D1;H3:1]-[C;H0;D4;+0:2](-[C;D1;H3:3])(-[CH3;D1;+0:4])-[O;H0;D2;+0:6]-[C:5]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C:5]-[OH;D1;+0:6],False,False,False,1,US20110118354A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[C;H0;D3;+0:4](-[C:5])=[O;D1;H0:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].C-O-N(-C)-[C;H0;D3;+0:4](-[C:5])=[O;D1;H0:6],True,True,False,3,US20120122843A1
[C:5]-[NH;D2;+0:6]-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]-[NH2;D1;+0:6],True,True,True,13,US20110217311A1
[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,True,True,5,US08258134B2
[#7;a:2]:[cH;D2;+0:1]:[c:3]-[C:4](-[#8:5])=[O;D1;H0:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6],True,True,False,1,US05908932
[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7],True,True,False,1,US06300363B1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:5]-[C;D1;H3:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C;D1;H3:4]-[O-;H0;D1:5],True,True,True,7,US20130165436A1
[#7;a:3]:[n;H0;D3;+0:4](-[CH2;D2;+0:1]-[C:2]):[c:5]:[#7;a:6]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[nH;D2;+0:4]:[c:5]:[#7;a:6],False,False,False,1,US08492540B2
[#7;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,True,False,1,US20110144334A1
[#7;a:2]:[c;H0;D3;+0:1](-[NH2;D1;+0:4]):[c:3]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[NH3;D0;+0:4],False,False,False,1,US20110130380A1
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]>>O=[CH;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,True,4,US08003649B2
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]=[O;D1;H0:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8],True,False,True,1,US08946260B2
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:5]-[c:6]>>Br-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[SH;D1;+0:5]-[c:6],True,False,True,1,US20060111353A1
[C:1]-[CH;D3;+0:2](-[C:3])-[CH2;D2;+0:4]-[c:5]>>[C:1]/[C;H0;D3;+0:2](-[C:3])=[CH;D2;+0:4]/[c:5],False,False,False,4,US20090227799A1
[#16:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[c:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[c:2])=[O;D1;H0:3].[#16:4]-[NH2;D1;+0:5],False,False,False,1,US06803374B2
[#7;a:2]:[cH;D2;+0:1]:[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3],True,True,True,2,US20050075375A1
[#7;a:4]:[c:5]:[n;H0;D3;+0:6](:[c:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]:[nH;D2;+0:6]:[c:7],True,True,False,1,US05155113
[#7;a:4]:[c:3]:[cH;D2;+0:1]:[c:2]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4],True,True,False,1,US20080200448A1
[#7;a:3]:[c:4](:[#7;a:5])-[S;H0;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[c:4](:[#7;a:5])-[SH;D1;+0:6],True,False,True,1,US08273740B2
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:5]-[N;D1;H2:4]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[N;D1;H2:4]-[NH2;D1;+0:5],True,True,True,2,US20100120739A1
[#7;a:5]:[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],True,True,True,7,US20110003820A1
[C:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]-[OH;D1;+0:6],False,False,False,51,US06159904
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],True,True,False,1,US20060183780A1
[C:4]-[N;H0;D3;+0:5](-[C:6])-[CH;D3;+0:1](-[C:2])-[C:3]>>Br-[CH;D3;+0:1](-[C:2])-[C:3].[C:4]-[NH;D2;+0:5]-[C:6],False,False,False,2,US08188301B2
[C:2]-[CH;D3;+0:1](-[C:3])-[O;H0;D2;+0:6]-[C:5]=[O;D1;H0:4]>>Br-[CH;D3;+0:1](-[C:2])-[C:3].[O;D1;H0:4]=[C:5]-[OH;D1;+0:6],False,False,False,1,US04036951
[C;D1;H3:3]-[NH;D2;+0:4]-[CH2;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C;D1;H3:3]-[NH2;D1;+0:4],True,False,True,2,US07119122B2
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[#8:5])-[C;D1;H3:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[#8:5]-[NH;D2;+0:6]-[C;D1;H3:7],True,False,True,1,US20070155805A1
[#7;a:6]:[c:5]:[c:3](:[#7;a:4])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[c:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[NH2;D1;+0:7]-[c:8],False,False,False,1,US20140179690A1
[C:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[c:4]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[c:4],True,False,True,7,US20150031685A1
[#7:3]-[C:4](=[O;D1;H0:5])-[C;H0;D3;+0:6](=[CH;D2;+0:1]-[c:2])-[C:7](-[#7:8])=[O;D1;H0:9]>>O=[CH;D2;+0:1]-[c:2].[#7:3]-[C:4](=[O;D1;H0:5])-[CH2;D2;+0:6]-[C:7](-[#7:8])=[O;D1;H0:9],False,False,False,1,US20060018848A1
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,True,15,US08436008B2
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[C:3]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]-[OH;D1;+0:4],True,True,True,5,US05190689
[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](=[S;D1;H0:4])-[NH;D2;+0:6]-[C:5]>>[C:1]-[N;H0;D2;+0:2]=[C;H0;D2;+0:3]=[S;D1;H0:4].[C:5]-[NH2;D1;+0:6],False,False,False,3,US04304780
[#7:3]-[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5]=[O;D1;H0:4])-[C:7]=[O;D1;H0:8]>>O-[CH2;D2;+0:1]-[C:2]-[#7:3].[O;D1;H0:4]=[C:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8],True,True,False,1,US08404708B2
[#7;a:4]:[c:3](:[c:5]:[#7;a:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:8](-[C:7])-[C:9]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH;D2;+0:8]-[C:9],False,False,False,1,US20090286778A1
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[#7;a:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],False,False,False,2,US20060069110A1
[#7;a:3]:[c:2](-[CH;D2;+0:1]=[N;H0;D2;+0:6]-[O;D1;H1:7]):[c:4]:[#7;a:5]>>O=[CH;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#7;a:5].[NH2;D1;+0:6]-[O;D1;H1:7],True,False,True,1,US20130109046A1
[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[N;H0;D3;+0:8](-[c:9])-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[c:9],True,True,False,1,US04220647
[#7;a:5]:[c:4]:[c:3]-[CH2;D2;+0:1]-[C:2]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3]:[c:4]:[#7;a:5],True,True,True,2,US20110312945A1
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3]:[c:4]:[#7;a:5])-[NH;D2;+0:7]-[C:6]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7],False,False,False,1,US07582642B2
[#16;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#16;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,True,True,3,US20100274051A1
[C:2]-[CH;D3;+0:1](-[C:3])-[O;H0;D2;+0:4]-[c:5]>>C-S(=O)(=O)-O-[CH;D3;+0:1](-[C:2])-[C:3].[OH;D1;+0:4]-[c:5],True,True,False,2,US08513424B2
[#8:4]-[C:3](=[O;D1;H0:5])-[C@@H;D3;+0:1](-[C:2])-[O;H0;D2;+0:6]-[c:7]>>Br-[CH;D3;+0:1](-[C:2])-[C:3](-[#8:4])=[O;D1;H0:5].[OH;D1;+0:6]-[c:7],False,False,False,1,US20140073650A1
[#7;a:4]:[c:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[#7;a:2])-[O;H0;D2;+0:7]-[c:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[OH;D1;+0:7]-[c:8],False,False,False,1,US20090137580A1
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[CH2;D2;+0:1]-[c:2]:[#7;a:3]>>Cl-[CH2;D2;+0:1]-[c:2]:[#7;a:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],True,True,False,1,US08198454B2
[#8:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[C:5]>>Br-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].[C:5]-[OH;D1;+0:6],True,False,True,2,US20090264405A1
[C:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:5]-[C:4]>>O-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[C:4]-[OH;D1;+0:5],False,False,False,1,US20120245136A1
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[c:7]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[OH;D1;+0:6]-[c:7],True,False,True,2,US20120053180A1
[#16;a:4]:[c:3](-[C;H0;D2;+0:1]#[N;H0;D1;+0:2]):[c:5]:[#7;a:6]>>O=[C;H0;D3;+0:1](-[NH2;D1;+0:2])-[c:3](:[#16;a:4]):[c:5]:[#7;a:6],True,True,False,1,US20090221604A1
[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C@@H;D3;+0:5](-[C:6])-[OH;D1;+0:7]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](-[C:6])=[O;H0;D1;+0:7],True,False,True,1,US07094594B2
[#7;a:1]:[c:2](:[c:3]:[#7;a:4])-[CH;D2;+0:5]=[O;H0;D1;+0:6]>>[#7;a:1]:[c:2](:[c:3]:[#7;a:4])-[CH2;D2;+0:5]-[OH;D1;+0:6],False,False,False,2,US04371468
[C:2]-[C@@H;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:5]-[C:4]>>O-[C@@@H;D3;+0:1](-[C:2])-[C;D1;H3:3].[C:4]-[OH;D1;+0:5],False,False,False,1,US20120245136A1
[C;D1;H3:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[NH;D2;+0:5]-[C;D1;H3:6],True,True,False,1,US08299085B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH2;D1;+0:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[NH3;D0;+0:4],False,False,False,2,US08053212B1
[#7;a:4]:[c:5]:[c:6]-[N;H0;D3;+0:7](-[C:8])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[C:8],False,False,False,1,US06297375B1
[#7;a:2]:[c;H0;D3;+0:1](-[O;H0;D2;+0:8]-[C;D1;H3:7]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6].[C;D1;H3:7]-[O-;H0;D1:8],True,False,True,1,US20150025087A1
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]:[c:8]:[#7;a:9]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].C-C1(-C)-O-B(-[c;H0;D3;+0:5](:[c:6]):[c:7]:[c:8]:[#7;a:9])-O-C-1(-C)-C,False,False,False,1,US20120071514A1
[C:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6],True,True,False,1,US20110275797A1
[#16;a:4]:[c:3](:[c:5]:[#7;a:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[C:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#16;a:4]):[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8],True,True,True,7,US08501746B2
[#7:2]-[CH2;D2;+0:1]-[c:3]>>O=[C;H0;D3;+0:1](-[#7:2])-[c:3],True,True,True,7,US05728650
[c:2]:[c;H0;D3;+0:1](:[c:3])-[n;H0;D3;+0:5](:[c:4]):[c:6]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]:[nH;D2;+0:5]:[c:6],True,True,True,3,US06069141
[C:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]-[OH;D1;+0:6],True,True,True,51,US06159904
[C:3]=[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[C:5]=[O;D1;H0:4]>>Br-[CH2;D2;+0:1]-[C:2]=[C:3].[O;D1;H0:4]=[C:5]-[OH;D1;+0:6],False,False,False,1,US05817693
[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4])-[C:6]>>Br-[CH2;D2;+0:1]-[c:2]:[#7;a:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,False,1,US04220781
[O;D1;H0:2]=[C;H0;D3;+0:1](/[C:3]=[C:4]/[c:5])-[NH;D2;+0:6]-[c:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])/[C:3]=[C:4]/[c:5].[NH2;D1;+0:6]-[c:7],True,False,True,1,US20110065734A1
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[#7:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[#7:6]-[NH2;D1;+0:7],False,False,False,2,US20130065876A1
[C:4]-[N;H0;D3;+0:5](-[C:6])-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3]>>Br-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],True,False,True,1,US07094779B2
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:5]-[C;D1;H3:4]>>C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C;D1;H3:4]-[NH2;D1;+0:5],True,True,True,4,US20070161574A1
[#7;a:4]:[c:5](-[NH;D2;+0:6]-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3]):[c:7]:[#7;a:8]>>Cl-[C;H0;D3;+0:1](-[#8:2])=[O;D1;H0:3].[#7;a:4]:[c:5](-[NH2;D1;+0:6]):[c:7]:[#7;a:8],True,False,True,1,US04105767
[#8:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:7]-[c:8]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#8:5])=[O;D1;H0:6].[NH2;D1;+0:7]-[c:8],False,False,False,1,US08327467B2
[NH2;D1;+0:4]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH3;D0;+0:4],True,True,True,3,US20130225810A1
[C;D1;H2:4]=[C:3]-[C:2]-[NH2;D1;+0:1]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[C:2]-[C:3]=[C;D1;H2:4],True,False,True,1,US09108981B2
[C:2]-[C@@H;D3;+0:1](-[C:3])-[O;H0;D2;+0:4]-[c:5]>>O-[C@@@H;D3;+0:1](-[C:2])-[C:3].[OH;D1;+0:4]-[c:5],False,False,False,4,US20140187554A1
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[C:5]-[C:4]=[C:3]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]=[C:4]-[C:5]-[OH;D1;+0:6],False,False,False,1,US05387692
[C:4]-[N;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH;D2;+0:5]-[c:6],True,True,True,4,US05736540
[C:2]-[N;H0;D3;+0:3](-[C:4])-[CH3;D1;+0:1]>>I-[CH3;D1;+0:1].[C:2]-[NH;D2;+0:3]-[C:4],True,True,False,6,US04594347
